X=-0.78, Y=-0.39, Roll=1.0, Pitch=-2.0, Yaw=36.8, State=SEARCH, Goal=True, Color=
X=-1.30, Y=-1.14, Roll=-3.9, Pitch=-1.4, Yaw=309.6, State=GOAL, Goal=True, Color=青
X=-0.68, Y=-1.38, Roll=-0.7, Pitch=-1.8, Yaw=346.6, State=SEARCH, Goal=False, Color=赤
X=-0.67, Y=-0.50, Roll=-4.9, Pitch=0.6, Yaw=49.7, State=GOAL, Goal=False, Color=赤
X=-0.92, Y=-0.62, Roll=-3.2, Pitch=-4.9, Yaw=161.9, State=SEARCH, Goal=True, Color=赤
X=-0.32, Y=-1.24, Roll=1.1, Pitch=-1.2, Yaw=133.3, State=GOAL, Goal=True, Color=緑
X=-0.65, Y=-1.58, Roll=-5.0, Pitch=-4.6, Yaw=335.7, State=APPROACH, Goal=True, Color=緑
X=0.10, Y=-0.65, Roll=4.4, Pitch=-4.0, Yaw=336.9, State=APPROACH, Goal=True, Color=
X=-0.84, Y=0.03, Roll=-1.1, Pitch=4.4, Yaw=1.8, State=GOAL, Goal=False, Color=赤
X=0.07, Y=0.31, Roll=-1.3, Pitch=-1.2, Yaw=79.8, State=APPROACH, Goal=True, Color=
X=-0.73, Y=1.31, Roll=-1.6, Pitch=-3.2, Yaw=209.2, State=APPROACH, Goal=True, Color=
X=-1.69, Y=2.29, Roll=0.5, Pitch=-3.8, Yaw=39.4, State=APPROACH, Goal=False, Color=緑
X=-1.95, Y=2.72, Roll=0.4, Pitch=-3.7, Yaw=217.2, State=SEARCH, Goal=True, Color=赤
X=-0.97, Y=2.88, Roll=4.4, Pitch=3.7, Yaw=230.1, State=SEARCH, Goal=True, Color=緑
X=-1.02, Y=2.60, Roll=4.7, Pitch=1.7, Yaw=356.3, State=SEARCH, Goal=False, Color=青
X=-0.98, Y=2.62, Roll=-2.4, Pitch=1.7, Yaw=329.4, State=APPROACH, Goal=True, Color=青
X=-1.16, Y=3.17, Roll=-3.6, Pitch=3.8, Yaw=353.3, State=GOAL, Goal=True, Color=緑
X=-1.58, Y=3.79, Roll=-0.5, Pitch=-3.5, Yaw=272.3, State=APPROACH, Goal=False, Color=
X=-2.18, Y=2.84, Roll=-3.6, Pitch=4.6, Yaw=67.4, State=APPROACH, Goal=False, Color=緑
X=-1.64, Y=2.41, Roll=3.3, Pitch=0.2, Yaw=141.2, State=GOAL, Goal=True, Color=赤
X=-0.83, Y=2.15, Roll=-3.1, Pitch=2.0, Yaw=278.9, State=APPROACH, Goal=False, Color=緑
X=-1.00, Y=1.61, Roll=-1.6, Pitch=-1.3, Yaw=118.0, State=GOAL, Goal=False, Color=青
X=-0.93, Y=2.12, Roll=-3.9, Pitch=4.2, Yaw=114.7, State=APPROACH, Goal=False, Color=緑
X=-0.51, Y=1.82, Roll=4.9, Pitch=-3.0, Yaw=198.1, State=GOAL, Goal=True, Color=青
X=-0.76, Y=0.97, Roll=-3.0, Pitch=-0.6, Yaw=147.5, State=SEARCH, Goal=False, Color=青
X=-0.48, Y=0.87, Roll=1.8, Pitch=4.5, Yaw=204.2, State=SEARCH, Goal=False, Color=緑
X=-0.53, Y=0.45, Roll=-4.6, Pitch=3.1, Yaw=102.0, State=GOAL, Goal=True, Color=青
X=-0.86, Y=0.23, Roll=-0.5, Pitch=4.0, Yaw=195.2, State=APPROACH, Goal=True, Color=
X=-1.83, Y=-0.75, Roll=-3.3, Pitch=-4.3, Yaw=40.8, State=APPROACH, Goal=False, Color=緑
X=-1.46, Y=-1.51, Roll=4.8, Pitch=-1.0, Yaw=302.6, State=SEARCH, Goal=True, Color=赤
X=-1.85, Y=-1.41, Roll=2.2, Pitch=-1.5, Yaw=307.7, State=GOAL, Goal=True, Color=緑
X=-2.54, Y=-0.65, Roll=-3.7, Pitch=-3.6, Yaw=129.7, State=GOAL, Goal=False, Color=緑
X=-1.96, Y=-1.59, Roll=0.9, Pitch=-0.1, Yaw=252.8, State=SEARCH, Goal=True, Color=赤
X=-1.70, Y=-0.74, Roll=2.0, Pitch=3.1, Yaw=165.2, State=APPROACH, Goal=False, Color=赤
X=-2.24, Y=-0.47, Roll=-2.3, Pitch=0.2, Yaw=179.4, State=SEARCH, Goal=False, Color=緑
X=-2.77, Y=-0.10, Roll=2.6, Pitch=0.4, Yaw=138.6, State=SEARCH, Goal=False, Color=緑
X=-2.67, Y=0.45, Roll=0.8, Pitch=3.1, Yaw=306.8, State=GOAL, Goal=False, Color=
X=-3.47, Y=-0.13, Roll=-0.9, Pitch=-4.9, Yaw=351.1, State=APPROACH, Goal=False, Color=
X=-2.49, Y=0.15, Roll=2.6, Pitch=3.1, Yaw=204.4, State=GOAL, Goal=True, Color=
X=-2.18, Y=0.39, Roll=-0.1, Pitch=-2.9, Yaw=91.3, State=APPROACH, Goal=True, Color=青
X=-1.48, Y=-0.03, Roll=-2.2, Pitch=4.0, Yaw=142.3, State=GOAL, Goal=False, Color=緑
X=-2.37, Y=-0.41, Roll=-0.2, Pitch=5.0, Yaw=182.1, State=APPROACH, Goal=False, Color=緑
X=-1.85, Y=-1.20, Roll=-4.2, Pitch=-3.6, Yaw=80.8, State=APPROACH, Goal=True, Color=赤
X=-2.20, Y=-1.59, Roll=-0.7, Pitch=-1.8, Yaw=180.7, State=SEARCH, Goal=False, Color=青
X=-1.41, Y=-2.34, Roll=3.2, Pitch=3.1, Yaw=82.9, State=GOAL, Goal=True, Color=
X=-2.35, Y=-1.37, Roll=-2.8, Pitch=2.9, Yaw=197.1, State=APPROACH, Goal=False, Color=青
X=-1.97, Y=-1.82, Roll=0.3, Pitch=-0.4, Yaw=332.7, State=APPROACH, Goal=True, Color=赤
X=-1.21, Y=-2.65, Roll=-1.2, Pitch=1.6, Yaw=318.5, State=APPROACH, Goal=False, Color=緑
X=-1.61, Y=-2.77, Roll=1.4, Pitch=2.3, Yaw=179.2, State=GOAL, Goal=False, Color=緑
X=-0.74, Y=-2.77, Roll=-4.0, Pitch=-4.4, Yaw=226.3, State=SEARCH, Goal=False, Color=緑
X=0.07, Y=-2.99, Roll=4.5, Pitch=4.7, Yaw=309.8, State=APPROACH, Goal=False, Color=青
X=-0.23, Y=-3.85, Roll=-3.7, Pitch=1.7, Yaw=301.8, State=GOAL, Goal=True, Color=緑
X=0.36, Y=-4.49, Roll=3.2, Pitch=-3.5, Yaw=4.1, State=SEARCH, Goal=True, Color=青
X=0.46, Y=-5.06, Roll=0.7, Pitch=2.5, Yaw=231.2, State=SEARCH, Goal=False, Color=赤
X=1.38, Y=-4.81, Roll=0.4, Pitch=-0.3, Yaw=222.0, State=GOAL, Goal=True, Color=緑
X=1.06, Y=-3.97, Roll=3.4, Pitch=4.3, Yaw=47.5, State=GOAL, Goal=True, Color=
X=0.83, Y=-3.72, Roll=3.5, Pitch=1.6, Yaw=265.8, State=SEARCH, Goal=False, Color=赤
X=0.23, Y=-3.39, Roll=1.4, Pitch=4.3, Yaw=298.9, State=APPROACH, Goal=False, Color=青
X=0.22, Y=-3.01, Roll=0.1, Pitch=-0.3, Yaw=61.8, State=SEARCH, Goal=True, Color=
X=0.07, Y=-3.33, Roll=-4.9, Pitch=2.1, Yaw=37.5, State=GOAL, Goal=True, Color=緑
X=-0.35, Y=-4.13, Roll=-0.2, Pitch=-4.6, Yaw=337.6, State=GOAL, Goal=False, Color=青
X=0.21, Y=-4.03, Roll=-0.6, Pitch=-2.6, Yaw=72.5, State=SEARCH, Goal=False, Color=
X=-0.50, Y=-3.54, Roll=-4.1, Pitch=3.9, Yaw=2.5, State=APPROACH, Goal=True, Color=
X=0.06, Y=-4.03, Roll=-2.4, Pitch=-1.8, Yaw=70.7, State=SEARCH, Goal=True, Color=緑
X=-0.53, Y=-4.00, Roll=-4.3, Pitch=-0.2, Yaw=47.0, State=GOAL, Goal=True, Color=
X=-0.46, Y=-3.25, Roll=-1.0, Pitch=4.9, Yaw=359.2, State=GOAL, Goal=False, Color=
X=-0.05, Y=-2.55, Roll=0.4, Pitch=-0.7, Yaw=313.3, State=SEARCH, Goal=False, Color=青
X=-0.89, Y=-1.65, Roll=4.8, Pitch=4.4, Yaw=309.6, State=APPROACH, Goal=True, Color=緑
X=-1.85, Y=-1.99, Roll=-0.9, Pitch=-4.1, Yaw=262.2, State=SEARCH, Goal=True, Color=青
X=-1.31, Y=-1.01, Roll=4.3, Pitch=-4.8, Yaw=87.4, State=GOAL, Goal=False, Color=緑
X=-1.53, Y=-1.76, Roll=-4.7, Pitch=-1.8, Yaw=49.9, State=APPROACH, Goal=False, Color=青
X=-0.81, Y=-2.56, Roll=-0.3, Pitch=5.0, Yaw=340.5, State=GOAL, Goal=True, Color=緑
X=-0.73, Y=-2.54, Roll=-4.6, Pitch=-5.0, Yaw=208.3, State=APPROACH, Goal=True, Color=
X=-0.04, Y=-2.17, Roll=3.8, Pitch=4.1, Yaw=81.0, State=APPROACH, Goal=False, Color=青
X=-0.41, Y=-2.26, Roll=1.0, Pitch=-3.6, Yaw=86.9, State=APPROACH, Goal=False, Color=
X=-0.01, Y=-1.80, Roll=2.5, Pitch=-1.8, Yaw=300.2, State=APPROACH, Goal=False, Color=緑
X=0.30, Y=-2.07, Roll=3.9, Pitch=-0.9, Yaw=314.9, State=APPROACH, Goal=False, Color=緑
X=0.16, Y=-1.40, Roll=-4.9, Pitch=2.9, Yaw=8.8, State=SEARCH, Goal=True, Color=
X=-0.27, Y=-1.22, Roll=2.1, Pitch=-1.7, Yaw=142.0, State=SEARCH, Goal=False, Color=赤
X=-0.46, Y=-0.98, Roll=-3.2, Pitch=2.3, Yaw=189.3, State=GOAL, Goal=False, Color=緑
X=0.25, Y=-0.59, Roll=2.9, Pitch=4.9, Yaw=27.9, State=APPROACH, Goal=True, Color=緑
X=-0.67, Y=-1.40, Roll=4.0, Pitch=-0.7, Yaw=316.1, State=APPROACH, Goal=True, Color=
X=-0.41, Y=-1.23, Roll=-1.4, Pitch=1.7, Yaw=296.0, State=SEARCH, Goal=True, Color=
X=-1.23, Y=-1.54, Roll=-1.3, Pitch=0.6, Yaw=216.5, State=APPROACH, Goal=True, Color=
X=-2.17, Y=-1.32, Roll=4.5, Pitch=-1.0, Yaw=189.8, State=GOAL, Goal=False, Color=赤
X=-1.42, Y=-1.70, Roll=4.5, Pitch=0.6, Yaw=210.6, State=GOAL, Goal=False, Color=赤
X=-0.84, Y=-1.60, Roll=-1.3, Pitch=-4.9, Yaw=111.4, State=APPROACH, Goal=False, Color=
X=-0.14, Y=-1.98, Roll=0.6, Pitch=-0.8, Yaw=69.8, State=APPROACH, Goal=True, Color=緑
X=0.51, Y=-2.47, Roll=-2.8, Pitch=-4.8, Yaw=341.4, State=APPROACH, Goal=False, Color=青
X=-0.43, Y=-1.83, Roll=-4.2, Pitch=-1.9, Yaw=299.0, State=GOAL, Goal=False, Color=赤
X=-1.37, Y=-2.37, Roll=3.4, Pitch=0.4, Yaw=150.2, State=SEARCH, Goal=False, Color=赤
X=-1.14, Y=-1.51, Roll=-3.1, Pitch=-1.3, Yaw=272.6, State=APPROACH, Goal=False, Color=緑
X=-0.73, Y=-0.54, Roll=-1.4, Pitch=2.3, Yaw=108.7, State=APPROACH, Goal=False, Color=
X=0.19, Y=-0.20, Roll=-4.3, Pitch=4.1, Yaw=34.4, State=GOAL, Goal=False, Color=緑
X=0.35, Y=-0.06, Roll=4.2, Pitch=4.0, Yaw=102.2, State=APPROACH, Goal=True, Color=
X=1.08, Y=-0.52, Roll=0.9, Pitch=1.5, Yaw=241.4, State=SEARCH, Goal=True, Color=緑
X=1.94, Y=-0.74, Roll=3.9, Pitch=4.8, Yaw=116.4, State=GOAL, Goal=False, Color=赤
X=2.64, Y=-1.05, Roll=3.1, Pitch=-0.3, Yaw=93.6, State=GOAL, Goal=True, Color=
X=2.45, Y=-0.41, Roll=2.3, Pitch=-2.1, Yaw=122.7, State=APPROACH, Goal=False, Color=赤
X=2.79, Y=0.32, Roll=1.3, Pitch=-3.0, Yaw=4.6, State=GOAL, Goal=False, Color=
X=2.95, Y=-0.68, Roll=-4.6, Pitch=1.6, Yaw=211.9, State=APPROACH, Goal=True, Color=緑
X=2.77, Y=-0.71, Roll=0.5, Pitch=-3.9, Yaw=212.5, State=APPROACH, Goal=True, Color=緑
X=2.53, Y=-0.26, Roll=1.4, Pitch=-1.5, Yaw=101.1, State=APPROACH, Goal=False, Color=赤
X=2.75, Y=-0.10, Roll=-0.7, Pitch=2.8, Yaw=268.3, State=APPROACH, Goal=False, Color=
X=2.13, Y=0.68, Roll=-1.6, Pitch=-0.2, Yaw=306.9, State=GOAL, Goal=False, Color=青
X=1.39, Y=1.64, Roll=4.4, Pitch=-1.2, Yaw=121.2, State=GOAL, Goal=False, Color=
X=1.93, Y=1.63, Roll=-4.4, Pitch=1.9, Yaw=183.6, State=SEARCH, Goal=True, Color=緑
X=2.15, Y=2.18, Roll=-4.2, Pitch=-1.2, Yaw=196.9, State=APPROACH, Goal=False, Color=緑
X=1.64, Y=2.17, Roll=3.5, Pitch=2.2, Yaw=229.0, State=GOAL, Goal=True, Color=赤
X=1.16, Y=2.82, Roll=2.9, Pitch=1.7, Yaw=29.8, State=SEARCH, Goal=True, Color=
X=0.53, Y=1.87, Roll=3.8, Pitch=2.7, Yaw=100.1, State=APPROACH, Goal=False, Color=青
X=0.41, Y=2.80, Roll=-3.8, Pitch=-1.3, Yaw=180.7, State=SEARCH, Goal=False, Color=
X=0.83, Y=3.14, Roll=4.1, Pitch=3.3, Yaw=196.1, State=SEARCH, Goal=False, Color=
X=1.79, Y=2.85, Roll=2.5, Pitch=2.5, Yaw=27.2, State=SEARCH, Goal=True, Color=青
X=2.52, Y=3.28, Roll=-3.8, Pitch=-1.0, Yaw=184.0, State=APPROACH, Goal=True, Color=赤
X=2.48, Y=4.00, Roll=3.4, Pitch=-5.0, Yaw=201.6, State=SEARCH, Goal=True, Color=青
X=1.75, Y=3.10, Roll=0.5, Pitch=-2.8, Yaw=195.0, State=GOAL, Goal=False, Color=青
X=1.62, Y=3.68, Roll=-3.0, Pitch=3.0, Yaw=141.5, State=SEARCH, Goal=False, Color=赤
X=1.86, Y=3.60, Roll=2.2, Pitch=-0.7, Yaw=141.3, State=APPROACH, Goal=True, Color=
X=2.56, Y=3.62, Roll=0.6, Pitch=-2.7, Yaw=168.7, State=GOAL, Goal=True, Color=緑
X=3.15, Y=3.01, Roll=4.3, Pitch=-0.1, Yaw=168.7, State=GOAL, Goal=False, Color=緑
X=3.46, Y=3.68, Roll=3.2, Pitch=-3.7, Yaw=291.8, State=GOAL, Goal=False, Color=緑
X=3.59, Y=3.61, Roll=-0.1, Pitch=-2.7, Yaw=358.5, State=GOAL, Goal=False, Color=青
X=3.66, Y=4.19, Roll=-1.1, Pitch=-3.8, Yaw=211.0, State=SEARCH, Goal=False, Color=青
X=3.94, Y=4.13, Roll=3.6, Pitch=-4.3, Yaw=294.0, State=GOAL, Goal=False, Color=赤
X=4.89, Y=4.66, Roll=-2.4, Pitch=-4.7, Yaw=186.3, State=APPROACH, Goal=False, Color=
X=5.21, Y=4.53, Roll=-4.0, Pitch=1.7, Yaw=114.8, State=GOAL, Goal=False, Color=赤
X=4.25, Y=3.89, Roll=0.6, Pitch=4.3, Yaw=71.2, State=SEARCH, Goal=False, Color=赤
X=4.40, Y=4.23, Roll=3.6, Pitch=-0.7, Yaw=338.0, State=GOAL, Goal=True, Color=赤
X=4.47, Y=4.04, Roll=3.8, Pitch=3.5, Yaw=94.7, State=GOAL, Goal=False, Color=青
X=3.78, Y=4.71, Roll=-1.4, Pitch=-0.8, Yaw=246.8, State=SEARCH, Goal=False, Color=
X=4.61, Y=5.33, Roll=-1.4, Pitch=2.3, Yaw=60.9, State=APPROACH, Goal=False, Color=
X=3.93, Y=4.38, Roll=-4.6, Pitch=0.2, Yaw=202.6, State=SEARCH, Goal=False, Color=緑
X=3.52, Y=5.26, Roll=-1.2, Pitch=-0.8, Yaw=185.9, State=SEARCH, Goal=True, Color=
X=2.66, Y=4.52, Roll=3.0, Pitch=1.9, Yaw=74.4, State=SEARCH, Goal=True, Color=青
X=3.57, Y=3.80, Roll=-2.7, Pitch=4.9, Yaw=223.8, State=SEARCH, Goal=False, Color=緑
X=4.54, Y=3.18, Roll=0.9, Pitch=0.4, Yaw=136.4, State=SEARCH, Goal=False, Color=青
X=4.66, Y=4.07, Roll=-1.7, Pitch=3.0, Yaw=196.2, State=APPROACH, Goal=False, Color=緑
X=3.91, Y=4.25, Roll=-0.2, Pitch=1.0, Yaw=191.4, State=GOAL, Goal=True, Color=青
X=4.84, Y=4.17, Roll=3.7, Pitch=-2.2, Yaw=221.5, State=GOAL, Goal=False, Color=緑
X=4.37, Y=5.13, Roll=1.0, Pitch=0.8, Yaw=327.4, State=SEARCH, Goal=False, Color=緑
X=5.20, Y=5.12, Roll=2.0, Pitch=2.6, Yaw=90.7, State=APPROACH, Goal=False, Color=赤
X=4.71, Y=4.39, Roll=-4.2, Pitch=-2.7, Yaw=277.9, State=APPROACH, Goal=False, Color=青
X=5.48, Y=4.54, Roll=0.3, Pitch=2.1, Yaw=269.4, State=APPROACH, Goal=True, Color=緑
X=5.75, Y=4.85, Roll=-4.9, Pitch=-4.6, Yaw=205.7, State=GOAL, Goal=False, Color=赤
X=5.43, Y=5.64, Roll=1.6, Pitch=4.1, Yaw=212.7, State=SEARCH, Goal=True, Color=赤
X=4.59, Y=4.96, Roll=-2.9, Pitch=0.8, Yaw=27.7, State=APPROACH, Goal=False, Color=赤
X=5.53, Y=4.95, Roll=2.0, Pitch=1.7, Yaw=114.7, State=APPROACH, Goal=False, Color=青
X=5.81, Y=4.48, Roll=1.8, Pitch=2.2, Yaw=250.0, State=GOAL, Goal=False, Color=赤
X=5.18, Y=5.40, Roll=4.3, Pitch=3.1, Yaw=124.1, State=SEARCH, Goal=False, Color=青
X=6.12, Y=6.06, Roll=-2.6, Pitch=1.5, Yaw=207.2, State=SEARCH, Goal=False, Color=赤
X=5.21, Y=7.02, Roll=3.5, Pitch=3.2, Yaw=47.7, State=SEARCH, Goal=False, Color=緑
X=6.09, Y=6.81, Roll=-4.5, Pitch=-1.7, Yaw=169.9, State=SEARCH, Goal=True, Color=赤
X=5.90, Y=6.49, Roll=1.0, Pitch=-2.9, Yaw=64.3, State=GOAL, Goal=False, Color=緑
X=6.62, Y=7.36, Roll=-3.4, Pitch=-3.5, Yaw=246.5, State=APPROACH, Goal=True, Color=青
X=5.62, Y=6.90, Roll=4.0, Pitch=-2.8, Yaw=321.1, State=GOAL, Goal=True, Color=青
X=5.66, Y=6.78, Roll=3.4, Pitch=-2.9, Yaw=56.1, State=APPROACH, Goal=False, Color=緑
X=5.81, Y=7.27, Roll=4.7, Pitch=-0.3, Yaw=134.2, State=APPROACH, Goal=True, Color=緑
X=5.63, Y=7.99, Roll=-4.7, Pitch=-3.6, Yaw=102.5, State=APPROACH, Goal=False, Color=青
X=4.67, Y=8.35, Roll=-1.0, Pitch=-4.7, Yaw=158.1, State=SEARCH, Goal=True, Color=青
X=4.31, Y=8.98, Roll=0.2, Pitch=-3.0, Yaw=146.6, State=SEARCH, Goal=True, Color=赤
X=3.52, Y=9.55, Roll=4.7, Pitch=0.6, Yaw=24.8, State=SEARCH, Goal=False, Color=青
X=3.58, Y=9.49, Roll=3.4, Pitch=-0.4, Yaw=10.8, State=APPROACH, Goal=False, Color=青
X=3.10, Y=9.90, Roll=-0.6, Pitch=4.7, Yaw=283.8, State=APPROACH, Goal=True, Color=
X=2.39, Y=9.06, Roll=-3.1, Pitch=-1.2, Yaw=88.7, State=APPROACH, Goal=True, Color=
X=2.03, Y=8.92, Roll=4.6, Pitch=-1.9, Yaw=283.4, State=SEARCH, Goal=False, Color=青
X=1.17, Y=8.10, Roll=-4.3, Pitch=3.9, Yaw=12.0, State=APPROACH, Goal=True, Color=青
X=1.37, Y=7.26, Roll=-3.7, Pitch=2.2, Yaw=239.8, State=SEARCH, Goal=False, Color=青
X=0.94, Y=7.33, Roll=0.7, Pitch=4.1, Yaw=81.7, State=GOAL, Goal=False, Color=
X=1.53, Y=8.22, Roll=3.8, Pitch=0.1, Yaw=146.9, State=APPROACH, Goal=True, Color=緑
X=1.19, Y=7.47, Roll=2.7, Pitch=-3.6, Yaw=128.3, State=SEARCH, Goal=True, Color=青
X=2.04, Y=8.32, Roll=3.3, Pitch=-3.5, Yaw=159.4, State=GOAL, Goal=False, Color=緑
X=2.59, Y=8.34, Roll=1.3, Pitch=0.8, Yaw=224.6, State=GOAL, Goal=False, Color=青
X=1.75, Y=8.72, Roll=-4.8, Pitch=-1.9, Yaw=171.7, State=APPROACH, Goal=False, Color=緑
X=2.59, Y=8.62, Roll=3.4, Pitch=-4.6, Yaw=172.1, State=SEARCH, Goal=True, Color=赤
X=1.79, Y=9.18, Roll=-1.3, Pitch=-3.2, Yaw=99.1, State=GOAL, Goal=True, Color=青
X=1.48, Y=8.27, Roll=4.1, Pitch=-3.4, Yaw=222.0, State=SEARCH, Goal=True, Color=緑
X=1.99, Y=7.78, Roll=1.7, Pitch=-3.7, Yaw=140.9, State=APPROACH, Goal=False, Color=
X=1.01, Y=8.27, Roll=-3.8, Pitch=2.6, Yaw=25.7, State=SEARCH, Goal=True, Color=
X=0.91, Y=8.31, Roll=3.9, Pitch=4.9, Yaw=179.7, State=GOAL, Goal=True, Color=
X=0.57, Y=7.38, Roll=2.2, Pitch=3.7, Yaw=29.6, State=GOAL, Goal=True, Color=赤
X=0.21, Y=7.37, Roll=-2.1, Pitch=-0.0, Yaw=164.5, State=GOAL, Goal=True, Color=青
X=0.77, Y=7.14, Roll=1.6, Pitch=-1.0, Yaw=75.1, State=SEARCH, Goal=False, Color=緑
X=-0.08, Y=6.86, Roll=1.6, Pitch=-2.8, Yaw=343.3, State=APPROACH, Goal=True, Color=
X=-0.05, Y=7.15, Roll=-4.1, Pitch=-3.0, Yaw=111.9, State=SEARCH, Goal=False, Color=
X=0.68, Y=7.43, Roll=-4.8, Pitch=-3.0, Yaw=188.4, State=SEARCH, Goal=False, Color=緑
X=0.34, Y=8.33, Roll=0.1, Pitch=-0.1, Yaw=189.4, State=SEARCH, Goal=False, Color=青
X=1.22, Y=9.32, Roll=-2.1, Pitch=4.5, Yaw=346.8, State=SEARCH, Goal=True, Color=青
X=1.99, Y=9.60, Roll=4.5, Pitch=-4.0, Yaw=159.7, State=GOAL, Goal=False, Color=
X=2.01, Y=9.69, Roll=2.3, Pitch=-3.2, Yaw=181.4, State=GOAL, Goal=True, Color=緑
X=1.71, Y=9.85, Roll=3.3, Pitch=3.3, Yaw=261.1, State=GOAL, Goal=True, Color=緑
X=1.94, Y=9.84, Roll=2.1, Pitch=3.7, Yaw=196.2, State=SEARCH, Goal=True, Color=赤
X=2.72, Y=10.01, Roll=0.3, Pitch=0.3, Yaw=119.6, State=SEARCH, Goal=True, Color=
X=2.74, Y=10.71, Roll=4.6, Pitch=3.7, Yaw=15.0, State=APPROACH, Goal=True, Color=赤
X=3.62, Y=10.14, Roll=-1.9, Pitch=-4.8, Yaw=252.2, State=GOAL, Goal=False, Color=緑
X=4.16, Y=10.95, Roll=-2.5, Pitch=-2.6, Yaw=247.7, State=APPROACH, Goal=True, Color=緑
X=3.91, Y=11.44, Roll=-4.3, Pitch=3.3, Yaw=307.7, State=SEARCH, Goal=True, Color=緑
X=4.85, Y=11.26, Roll=-0.1, Pitch=-3.1, Yaw=232.9, State=GOAL, Goal=False, Color=青
X=5.09, Y=11.56, Roll=-4.1, Pitch=0.0, Yaw=331.1, State=GOAL, Goal=False, Color=赤
X=5.81, Y=11.26, Roll=-2.2, Pitch=4.4, Yaw=100.9, State=APPROACH, Goal=True, Color=赤
X=6.50, Y=11.49, Roll=-4.0, Pitch=1.1, Yaw=241.3, State=APPROACH, Goal=True, Color=
X=6.97, Y=10.58, Roll=1.8, Pitch=-4.1, Yaw=207.4, State=GOAL, Goal=True, Color=青
X=7.50, Y=10.59, Roll=-0.1, Pitch=-3.6, Yaw=15.0, State=GOAL, Goal=True, Color=青
X=8.27, Y=10.76, Roll=-1.4, Pitch=-1.2, Yaw=31.1, State=APPROACH, Goal=True, Color=
X=9.16, Y=11.49, Roll=-2.0, Pitch=0.3, Yaw=277.9, State=GOAL, Goal=False, Color=赤
X=8.65, Y=12.22, Roll=4.5, Pitch=0.3, Yaw=82.3, State=GOAL, Goal=False, Color=
X=9.05, Y=12.04, Roll=4.3, Pitch=0.8, Yaw=77.6, State=GOAL, Goal=False, Color=青
X=8.40, Y=11.79, Roll=3.8, Pitch=1.0, Yaw=176.7, State=GOAL, Goal=True, Color=赤
X=8.59, Y=11.50, Roll=0.1, Pitch=1.2, Yaw=299.1, State=GOAL, Goal=False, Color=赤
X=8.90, Y=10.63, Roll=-0.8, Pitch=-0.6, Yaw=58.2, State=SEARCH, Goal=True, Color=緑
X=9.67, Y=10.22, Roll=-4.5, Pitch=0.0, Yaw=40.1, State=SEARCH, Goal=False, Color=青
X=10.23, Y=9.74, Roll=-1.2, Pitch=3.5, Yaw=312.6, State=GOAL, Goal=True, Color=
X=9.34, Y=8.97, Roll=-0.9, Pitch=4.2, Yaw=180.8, State=APPROACH, Goal=True, Color=
X=9.85, Y=9.13, Roll=-1.6, Pitch=4.5, Yaw=188.0, State=SEARCH, Goal=True, Color=
X=9.15, Y=9.31, Roll=0.3, Pitch=-0.3, Yaw=295.1, State=APPROACH, Goal=False, Color=
X=8.80, Y=9.50, Roll=2.0, Pitch=-4.3, Yaw=357.2, State=SEARCH, Goal=False, Color=青
X=9.49, Y=9.84, Roll=-0.6, Pitch=-2.5, Yaw=304.8, State=SEARCH, Goal=True, Color=緑
X=9.92, Y=10.77, Roll=3.1, Pitch=-1.0, Yaw=161.7, State=APPROACH, Goal=False, Color=青
X=9.83, Y=10.35, Roll=0.2, Pitch=0.8, Yaw=211.3, State=APPROACH, Goal=False, Color=緑
X=9.99, Y=10.59, Roll=3.6, Pitch=-0.4, Yaw=242.9, State=SEARCH, Goal=True, Color=青
X=9.34, Y=10.03, Roll=2.3, Pitch=2.3, Yaw=254.9, State=GOAL, Goal=False, Color=緑
X=9.41, Y=10.75, Roll=-1.2, Pitch=3.2, Yaw=33.9, State=SEARCH, Goal=False, Color=
X=8.49, Y=11.61, Roll=2.0, Pitch=1.2, Yaw=129.0, State=GOAL, Goal=True, Color=青
X=9.48, Y=10.80, Roll=-0.5, Pitch=-3.9, Yaw=165.5, State=SEARCH, Goal=False, Color=赤
X=9.27, Y=10.31, Roll=-3.3, Pitch=3.7, Yaw=151.5, State=APPROACH, Goal=True, Color=
X=10.15, Y=11.09, Roll=-1.1, Pitch=-1.6, Yaw=24.4, State=GOAL, Goal=True, Color=赤
X=9.67, Y=11.39, Roll=4.5, Pitch=1.1, Yaw=93.4, State=GOAL, Goal=False, Color=
X=9.46, Y=10.63, Roll=-0.6, Pitch=3.4, Yaw=125.1, State=GOAL, Goal=True, Color=
X=9.86, Y=11.47, Roll=-3.8, Pitch=0.5, Yaw=71.3, State=APPROACH, Goal=True, Color=緑
X=10.79, Y=10.96, Roll=-0.5, Pitch=4.5, Yaw=286.0, State=SEARCH, Goal=False, Color=赤
X=10.45, Y=10.53, Roll=-3.2, Pitch=4.4, Yaw=262.5, State=APPROACH, Goal=False, Color=青
X=10.79, Y=10.96, Roll=-1.1, Pitch=1.2, Yaw=62.0, State=SEARCH, Goal=True, Color=緑
X=10.00, Y=11.74, Roll=-4.7, Pitch=-3.3, Yaw=225.5, State=GOAL, Goal=False, Color=緑
X=10.62, Y=11.09, Roll=3.1, Pitch=3.9, Yaw=117.1, State=GOAL, Goal=True, Color=
X=11.13, Y=10.69, Roll=-4.2, Pitch=4.4, Yaw=153.9, State=GOAL, Goal=False, Color=
